doi,title,venue,publication_year,content_type,abstract,keywords,science gateway | scientific gateway,virtual laboratory | Vlab,virtual research environment,more than one
10.1007/s10723-016-9377-8,From Lesson Learned to the Refactoring of the DRIHM Science Gateway for Hydro-meteorological Research,Journal of Grid Computing,2016,Article,"A full hydro-meteorological (HM) simulation, from rainfall to impact on urban areas, is a multidisciplinary activity which consists in the execution of a workflow composed by complex and heterogeneous model engines. Moreover an extensive set of configuration parameters have to be selected consistently among the models, otherwise the simulation can fail or produce unreliable results. The DRIHM portal is a Web-based science gateway aiming to support HM researchers in designing, executing and managing HM simulations. The first version of the portal was developed during the DRIHM project using the gUSE science gateway toolkit. The lesson we learned is guiding a refactoring process that, together with a review of the most relevant technologies for the development of a science gateway, represent the focus of this paper. Beside the technological aspects, the need of a strong interplay between ICT and other domain-specific communities clearly emerged, together with coherent policies in the management of data, computational resources and software components that represent the ecosystem of a science gateways. © 2016, Springer Science+Business Media Dordrecht.","e-infrastructures, hydrometeorology, science gateways",1,0,0,1
10.1007/s10723-016-9379-6,The Essential Components of a Successful Galaxy Service,Journal of Grid Computing,2016,Article,"Driven by advances in data generation technologies and fuelled by radical reduction in costs, genomics has become a data science. Nonetheless the field of genomics has been restrained by the ability to analyse data. Science gateways, such as Galaxy, have the potential to enable bench biologists to analyse their own data without needing be familiar with the command line. Implementing a production scale Galaxy service, sufficiently well-featured and resourced to meet the needs of the end-users, is a significant undertaking and requires the consideration and combination of a number of factors to be successfully adopted by the community. In this paper, we describe the process that we undertook to implement a Galaxy service and describe what we consider to be the essential components of such a service. Our experience and insights will be of interest to those who are planning on implementing a science gateway service in a research organisation. © 2016, Springer Science+Business Media Dordrecht.","bioinformatics, Galaxy, HPC, next generation sequencing, science gateways",1,0,0,1
10.1007/s10723-016-9384-9,Development of Science Gateways Using QCG — Lessons Learned from the Deployment on Large Scale Distributed and HPC Infrastructures,Journal of Grid Computing,2016,Article,"Today, various Science Gateways created in close collaboration with scientific communities provide access to remote and distributed HPC, Grid and Cloud computing resources and large-scale storage facilities. However, as we have observed there are still many entry barriers for new users and various limitations for active scientists. In this paper we present our latest achievements and software solutions that significantly simplify the use of large scale and distributed computing. We describe several Science Gateways that have been successfully created with the help of our application tools and the QCG (Quality in Cloud and Grid) middleware, in particular Vine Toolkit, QCG-Portal and QCG-Now, and make the use of HPC, Grid and Cloud more straightforward and transparent. Additionally, we share the best practices and lessons learned after creating jointly with user communities many domain-specific Science Gateways, e.g. dedicated for physicists, medical scientists, chemists, engineers and external communities performing multi-scale simulations. As our deployed software solutions have reached recently a critical mass of active users in the PLGrid e-infrastructure in Poland, we also discuss in this paper how changing technologies, visual design and user experience could impact the way we should re-design Science Getaways or even develop new attractive tools, e.g. desktop or mobile-based applications in the future. Finally, we present information and statistics regarding the behaviour of users to help readers understand how new capabilities and functionalities may influence the growth of user interest in Science Gateways and HPC technologies. © 2016, Springer Science+Business Media Dordrecht.","clouds, grid, GUIs, high-performance computing, science gateways",1,0,0,1
10.1007/s10723-016-9385-8,Using Science Gateways for Bridging the Differences between Research Infrastructures,Journal of Grid Computing,2016,Article,"Researchers can perform large-scale analyses on diverse computing and data infrastructures such as NGIs (National Grid Infrastructures), XSEDE (Extreme Science and Engineering Discovery Environment) and PRACE (Partnership for Advanced Computing in Europe). Some are national like NGIs and XSEDE, some are international like PRACE and all of them require a more or less restrictive application process to get access to resources. Science gateways integrating diverse infrastructures provide the possibility to re-use methods independent of such underlying infrastructures and thus potentially deliver the technical prerequisite for creating reproducible science. To achieve this goal, science gateways have to be integrated seamlessly with security mechanisms and job, data as well as workflow management of the targeted resources. This paper gives an overview on general findings for porting science gateways as well as the challenges faced for porting the German MoSGrid science gateway (Molecular Simulation Grid) to exploit XSEDE and PRACE infrastructures. © 2016, Springer Science+Business Media Dordrecht.","Reproducibility, research infrastructures, security, workflows, science gateways",1,0,0,1
10.1007/s10723-016-9388-5,Enabling Workflow-Oriented Science Gateways to Access Multi-Cloud Systems,Journal of Grid Computing,2016,Article,"In this paper we present a solution to cloud-enable workflow-oriented science gateways. The integration mechanism described in the paper is a generic method that can be followed by other gateway developers. The paper describes the principles and the concrete ways to integrate science gateways with multi-cloud systems. The concrete example to demonstrate the integration principles builds on the integration of WS-PGRADE/gUSE and the CloudBroker Platform (CBP). The integration of WS-PGRADE and the CloudBroker Platform offers a complete cloud-enabled science gateway platform for a diverse set of use-cases and user communities, with the availability to use mainstream cloud middleware types and services (Amazon, IBM, OpenStack, OpenNebula). The advantage of the integrated WS-PGRADE and CloubBroker Platform system is that if a domain-specific science gateway is customized from WS-PGRADE gateway framework it immediately inherits this cloud access flexibility, i.e. the user community of that gateway can access all the cloud types enabled by the integrated system presented. © 2016, Springer Science+Business Media Dordrecht.","clouds, science gateways, workflows",1,0,0,1
10.1007/s10723-020-09515-1,A Negotiation Protocol for Fine-Grained Accountable Resource Provisioning and Sharing in e-Science,Journal of Grid Computing,2020,Article,"With the increasing demand for dynamic and customised resource provisioning for computational experiments in e-Science, solutions are required to mediate different participants’ varied demands for such resource provision. This paper presents a novel negotiation protocol based on a new collaboration model. The protocol allows e-Scientists, the manager of an e-Scientist’s collaboration, and resource providers to reach resource provisioning agreements. By considering the manager of an e-Scientist collaboration for negotiation decisions, the protocol enables fine-grained accountable resource provision on a per job basis for e-Scientist collaborations, without binding the e-Scientist collaboration to resource providers. A testbed built with the protocol is also presented, making use of a production e-Science gateway, use cases, and infrastructures. The testbed is experimentally evaluated, via designed scenarios and comparison with existing production tools. It demonstrates that the proposed negotiation protocol can facilitate accountable resource provision per job, based on resource sharing rules defined and managed by e-Scientist collaborations. © 2020, The Author(s).","e-science, Fine-grained accounting, Negotiation protocol, Resource sharing",1,0,0,1
10.1007/s10723-020-09518-y,"Design of a Flexible, User Friendly Feature Matrix Generation System and its Application on Biomedical Datasets",Journal of Grid Computing,2020,Article,"The generation of a feature matrix is the first step in conducting machine learning analyses on complex data sets such as those containing DNA, RNA or protein sequences. These matrices contain information for each object which have to be identified using complex algorithms to interrogate the data. They are normally generated by combining the results of running such algorithms across various datasets from different and distributed data sources. Thus for non-computing experts the generation of such matrices prove a barrier to employing machine learning techniques. Further since datasets are becoming larger this barrier is augmented by the limitations of the single personal computer most often used by investigators to carry out such analyses. Here we propose a user friendly system to generate feature matrices in a way that is flexible, scalable and extendable. Additionally by making use of The Berkeley Open Infrastructure for Network Computing (BOINC) software, the process can be speeded up using distributed volunteer computing possible in most institutions. The system makes use of a combination of the Grid and Cloud User Support Environment (gUSE), combined with the Web Services Parallel Grid Runtime and Developer Environment Portal (WS-PGRADE) to create workflow-based science gateways that allow users to submit work to the distributed computing. This report demonstrates the use of our proposed WS-PGRADE/gUSE BOINC system to identify features to populate matrices from very large DNA sequence data repositories, however we propose that this system could be used to analyse a wide variety of feature sets including image, numerical and text data. © 2020, The Author(s).","BOINC, desktop grid, DNA feature identification, DNA sequence, DNA sequence, Feature subset selection, gUSE, high-performance computing, machine learning, Speedup, WS-PGRADE",1,0,0,1
10.1007/s10723-020-09529-9,Building Science Gateways for Analysing Molecular Docking Results Using a Generic Framework and Methodology,Journal of Grid Computing,2020,Article,"Molecular docking and virtual screening experiments require large computational and data resources and high-level user interfaces in the form of science gateways. While science gateways supporting such experiments are relatively common, there is a clearly identified need to design and implement more complex environments for further analysis of docking results. This paper describes a generic framework and a related methodology that supports the efficient development of such environments. The framework is modular enabling the reuse of already existing components. The methodology, which proposes three techniques that the development team can use, is agile and encourages active participation of end-users. Based on the framework and methodology, two prototype implementations of science-gateway-based docking environments are presented and evaluated. The first system recommends a receptor-ligand pair for the next docking experiment, and the second filters docking results based on ligand properties. © 2020, The Author(s).","bioinformatics, cloud computing, distributed computing infrastructures, Molecular docking, science gateways, virtual screening",1,0,0,1
10.1007/s10956-020-09860-6,"Web-Based Virtual Lab for Learning Design, Operation, Control, and Optimization of an Anaerobic Digestion Process",Journal of Science Education and Technology,2021,Article,"Virtual labs have proven to be very versatile and valuable for providing realistic experience for students in STE (Science, Technology, and Engineering) fields. As we progress from delivery of instructional material from classroom to the Internet, there is need to develop laboratory exercises to supplement the theoretical lessons. A Web-based virtual simulation model of an anaerobic digester (AD) using a flexible Javascript-based platform was developed to support courses in process control and process design. The objective was to provide a virtual laboratory experience that could be used on any device capable of accessing the Web (laptops, tablets, or smartphones) to explore multiple facets (design, operation, control, and optimization) associated with a complex biochemical system. A user-friendly interface that allows easy specification and testing of operational parameters is provided. In this article, we discuss how the model and simulation is developed and deployed along with illustrative examples of its use in a training or educational environment. © 2020, Springer Nature B.V.","Anaerobic digestion, control education, virtual labs, Web-based simulation",0,1,0,1
10.1007/s10980-014-0122-z,ESLab application to a boreal watershed in southern Finland: preparing for a virtual research environment of ecosystem services,Landscape Ecology,2015,Article,"We report on preparatory work to develop a virtual laboratory for ecosystem services, ESLab, and demonstrate its pilot application in southern Finland. The themes included in the pilot are related to biodiversity conservation, climate mitigation and eutrophication mitigation. ESLab is a research environment for ecosystem services (ES), which considers ES indicators at different landscape scales: habitats, catchments and municipalities and shares the results by a service that utilizes machine readable interfaces. The study area of the pilot application is situated in the boreal region of southern Finland and covers 14 municipalities and ten catchments including forested, agricultural and nature conservation areas. We present case studies including: present carbon budgets of natural ecosystems; future carbon budgets with and without the removal of harvest residues for bioenergy production; and total phosphorus and nitrogen future loads under climate and agricultural yield and price scenarios. The ESLab allows researchers to present and share the results as visual maps, statistics and graphs. Our further aim is to provide a toolbox of easily accessible virtual services for ES researchers, to illustrate the comprehensive societal consequences of multiple decisions (e.g. concerning land use, fertilisation or harvesting) in a changing environment (climate, deposition). © 2014, Springer Science+Business Media Dordrecht.","Agriculture, biodiversity, Carbon budget, Eutrophication, Forestry, GIS",0,1,1,2
10.1007/s11182-016-0800-1,From Atmospheric Gas Spectroscopy to Climatological Problems,Russian Physics Journal,2016,Article,"Readers are offered a brief review of sample results obtained from spectroscopic investigations begun in Laboratory of Spectroscopy of V. D. Kuznetsov Siberian Physical-Technical Institute at Tomsk State University as early as the 1930s. Specifically, we present findings of theoretical studies of relevance to a description of the light absorption in atmospheric windows and hence to solutions of global climate problems associated with the processes involving frequencies lying far from line centers. In the course of years, a large amount of spectroscopic data has been accumulated, which led to rapid development of information-computational systems to be discussed in the present work. Not only are the considered systems capable of making computations according to preset algorithms, but they can also provide answers relating to the completeness and comparison of the data collected in the system, taking into account the structure of the subject domain in question. A prototype of a computational-information infrastructure (virtual research environment) supporting climate studies is proposed. © 2016, Springer Science+Business Media New York.","atmospheric gas spectroscopy, information-computational systems, radiation balance, spectral line wings, virtual research environments",0,0,1,1
10.1007/s11251-012-9238-1,Agreed discoveries: Students' negotiations in a virtual laboratory experiment,Instructional Science,2013,Article,"This paper presents an analysis of the scientific reasoning of a dyad of secondary school students about the phenomenon of dissolution of gases in water as they work on this in a simulated laboratory experiment. A web-based virtual laboratory was developed to provide learners with the opportunity to examine the influence of physical factors on gas solubility in water. An evaluation process involving 180 students revealed that the concepts connected to the dissolution of gas in water caused problems for the students even after having experimented with the virtual laboratory. To investigate the nature of learners' reasoning about the visualised events, 13 video-recorded groups of learners were analysed. This study follows the reasoning of one group that displayed a possibly productive way of solving the problem. The results address the students' general difficulty of discovering something that they are conceptually unprepared for within the virtual laboratory. The analysis shows how the students eventually found a way out of their dilemma by making an analogy with other dissolving processes. In effect, the analysis elucidates some of the analytical work that had to be done by the participants when collaboratively negotiating a shared meaning of a scientific concept in concord with a given task and set of instructional materials. Implications for design might be to provide the learning material with explicit hints that enable students to connect to specific phenomena related to the one investigated concept. The findings show the usefulness of video analytic research, informed by CA and ethnomethodology. This analytical framework can support design processes and provide useful information, which might identify hurdles to learning a scientific concept by simulated events and pathways to overcome these hurdles. © 2012 Springer Science+Business Media B.V.","Collaborative negotiating, Concept of gas solubility in water, Discovery learning, Scientific reasoning, virtual laboratory work",0,1,0,1
10.1007/s12008-020-00670-z,Teaching forward kinematics in a robotics course using simulations: transfer to a real-world context using LEGO mindstorms™,International Journal on Interactive Design and Manufacturing,2020,Article,"Previous studies show that traditional teaching methods such as oral explanations and PowerPoint presentations can be complemented with the use of computer simulations in problem-solving sessions to teach robotics. Nevertheless, these previous works rest upon the assumption that the knowledge that is learned in virtual laboratories transfers to its equivalent real task. The main contribution of this work is to validate that the knowledge obtained by students in an undergraduate robotics course using computer simulations of 3D model robots can be applied to its real-world context. The experimental platform used to run the computer simulations was based on the Simscape Multibody library of the MATLAB™ software. Results show a satisfactory knowledge transfer because more than 75% of the students finished a forward kinematics problem using a physical manipulator built with LEGO Mindstorms™. In addition, the observation analysis of the professor reveals that students reinforced their knowledge previously learned, and their problem-solving and critical thinking skills also improved. In this way, this study demonstrates that the proposed methodology not only helps the transfer of knowledge to the real-world context but also helps to develop student competencies. Future work is needed to replicate the findings in other robotics topics, such as the generation of trajectories, the analysis of the dynamics of manipulators, and the design of various controllers for the actuators of the robot. © 2020, Springer-Verlag France SAS, part of Springer Nature.","computer simulations, educational innovation, Educational platforms, Teaching strategy",0,1,0,1
10.1007/s12021-015-9276-3,A Digital Repository and Execution Platform for Interactive Scholarly Publications in Neuroscience,Neuroinformatics,2016,Article,"The CARMEN Virtual Laboratory (VL) is a cloud-based platform which allows neuroscientists to store, share, develop, execute, reproduce and publicise their work. This paper describes new functionality in the CARMEN VL: an interactive publications repository. This new facility allows users to link data and software to publications. This enables other users to examine data and software associated with the publication and execute the associated software within the VL using the same data as the authors used in the publication. The cloud-based architecture and SaaS (Software as a Service) framework allows vast data sets to be uploaded and analysed using software services. Thus, this new interactive publications facility allows others to build on research results through reuse. This aligns with recent developments by funding agencies, institutions, and publishers with a move to open access research. Open access provides reproducibility and verification of research resources and results. Publications and their associated data and software will be assured of long-term preservation and curation in the repository. Further, analysing research data and the evaluations described in publications frequently requires a number of execution stages many of which are iterative. The VL provides a scientific workflow environment to combine software services into a processing tree. These workflows can also be associated with publications and executed by users. The VL also provides a secure environment where users can decide the access rights for each resource to ensure copyright and privacy restrictions are met. © 2015, Springer Science+Business Media New York.","collaboration, Execution platform, Interactive publication repository, Interactive publications, Reproducible neuroscience, scientific workflows, web portal",0,1,0,1
10.1007/s12145-017-0305-7,The MED-SUV virtual research environment for enabling the GEO Geohazard supersites in Italy,Earth Science Informatics,2017,Article,"This paper presents the Virtual Research Environment (VRE) enabling two European GEO Geohazard Supersites in Italy. According to GEO (Group on Earth Observation) vision, Geohazard Supersites provide access to spaceborne and in-situ geophysical data and models for selected sites prone to natural hazards –noticeably, earthquakes and volcano eruptions. The VRE was implemented in the framework of the Mediterranean Supersite Volcanoes (MED-SUV) project, funded by the European Commission. MED-SUV realized one of the European supersite demonstrators covering the two Permanent Supersites selected in Italy: Mt. Etna and Campi Flegrei/Vesuvius. The MED-SUV VRE provides advanced services for heterogeneous data and information management and sharing. MED-SUV started identifying the main supersite requirements including: the interoperability with existing data/information supply systems, the support of policy-based access control, the access to processing capabilities provided by external platforms, the management resources for publishing and sharing new products, the integration with significant global systems such as GEOSS and EPOS. MED-SUV adopted a System of Systems (SoS) approach to address interoperability with the identified heterogeneous systems supplying data and information. The SoS approach is based on a brokering architecture, where a specialized component (i.e the MED-SUV Broker: MSB) connects the existing and next-coming data sources leaving them autonomous. MSB carries out all the necessary mediation and harmonization tasks exposing standard interfaces enabling the interconnection with external systems like GEOSS and EPOS. In addition, MSB is accessible via a JavaScript library implementing Web APIs to facilitate the development of Web and mobile applications. © 2017, Springer-Verlag Berlin Heidelberg.","Data systems, Distributed information systems, GEOSS, middleware, System of systems, virtual research environments",0,0,1,1
10.1016/j.advengsoft.2017.06.019,"A Researcher-oriented Automated Data Ingestion Tool for rapid data Processing, Visualization and Preservation",Advances in Engineering Software,2017,Article,"A select number of scientific communities have been quite successful in evolving the culture within their community to encourage publishing and to provide resources for re-using well-documented data. These data have great potential for analysis and knowledge generation beyond the purposes for which they were collected and intended. However, there are still barriers in this process. To explore this problem, we have developed a prototype tool: the Experiment Dashboard (ED), with the objective of demonstrating the ability and potential of enabling automated data ingestion from typical research laboratories. This innovative prototype was developed to create a novel system and artifact to explore the possibilities of allowing researchers in laboratories across the nation to link their data acquisition systems directly to structured data repositories for data and metadata ingestion. The prototype functions with commonly used data acquisition software at the data source and the HUBzero scientific gateway at the data sink. ED can be set up with minimal effort and expertise. In this paper, we describe the motivation and purposes for the prototype, the architecture we devised and functionality of this tool, and provide a demonstration of the tool for optical measurements in a structural engineering laboratory. The goal of this paper is to articulate and show through our prototype a vision for future cyberinfrastructure for empirical disciplines that rely on the rapid collection, analysis, and dissemination of valuable experimental data. We also discuss lessons learned that may be useful for others seeking to solve similar problems. © 2017 Elsevier Ltd","Data ingestion, experiments, HUBzero, Open-Source Data Turbine",1,0,0,1
10.1016/j.amsu.2016.04.019,Empirical evaluation of a virtual laboratory approach to teach lactate dehydrogenase enzyme kinetics,Annals of Medicine and Surgery,2016,Article,"Background: Personalised instruction is increasingly recognised as crucial for efficacious learning today. Our seminal work delineates and elaborates on the principles, development and implementation of a specially-designed adaptive, virtual laboratory. Aims: We strived to teach laboratory skills associated with lactate dehydrogenase (LDH) enzyme kinetics to 2nd-year biochemistry students using our adaptive learning platform. Pertinent specific aims were to:. (1)design/implement a web-based lesson to teach lactate dehydrogenase(LDH) enzyme kinetics to 2nd-year biochemistry students(2)determine its efficacious in improving students' comprehension of enzyme kinetics(3)assess their perception of its usefulness/manageability(vLab versus Conventional Tutorial). Methods: Our tools were designed using HTML5 technology. We hosted the program on an adaptive e-learning platform (AeLP). Provisions were made to interactively impart informed laboratory skills associated with measuring LDH enzyme kinetics. A series of e-learning methods were created. Tutorials were generated for interactive teaching and assessment. Results: The learning outcomes herein were on par with that from a conventional classroom tutorial. Student feedback showed that the majority of students found the vLab learning experience ""valuable"" and the vLab format/interface ""well-designed"". However, there were a few technical issues with the 1st roll-out of the platform. Conclusions: Our pioneering effort resulted in productive learning with the vLab, with parity with that from a conventional tutorial. Our contingent discussion emphasises not only the cornerstone advantages, but also the shortcomings of the AeLP method utilised. We conclude with an astute analysis of possible extensions and applications of our methodology. © 2016.","Adaptive e-learning, AeLP, Enzyme Kinetics, HTML5, Laboratory skills, Lactate dehydrogenase, LDH, virtual labs, VLab",0,1,0,1
10.1016/j.ascom.2015.01.006,An integrated visualization environment for the virtual observatory: Current status and future directions,Astronomy and Computing,2015,Article,"Visual exploration and discovery applications are invaluable tools to provide prompt and intuitive insights into the intrinsic data characteristics of modern astronomy and astrophysics datasets. Due to the massively large and highly complex datasets, various technical challenges are involved to reach, e.g. interactivity, integration, navigation and collaboration. This paper describes a number of approaches to address these challenges, and focuses on the current status of VisIVO (Visualization Interface for the Virtual Observatory) concentrating on the provided tools ranging from a desktop application to a science gateway and a mobile application. We emphasize the latest developments made in the context of past and current international European funded projects and highlight planned future developments towards further integration within the framework of the Virtual Observatory. © 2015 Elsevier B.V.","data analysis, science gateways, scientific visualization, workflows",1,0,0,1
10.1016/j.ascom.2015.02.001,Feeding an astrophysical database via distributed computing resources: The case of BaSTI,Astronomy and Computing,2015,Article,"Stellar evolution model databases, spanning a wide ranges of masses and initial chemical compositions, are nowadays a major tool to study Galactic and extragalactic stellar populations. The Bag of Stellar Tracks and Isochrones (BaSTI) database is a VO-compliant theoretical astrophysical catalogue that collects fundamental datasets involving stars formation and evolution. The creation of this database implies a large number of stellar evolutionary computations that are extremely demanding in term of computing power. Here we discuss the efforts devoted to create and update the database using Distributed Computing Infrastructures and a Science Gateway and its future developments within the framework of the Italian Virtual Observatory project. © 2015 Elsevier B.V.","science gateways, Semi-analytical code, Stellar evolution, workflows",1,0,0,1
10.1016/j.ascom.2015.02.006,VO-compliant workflows and science gateways,Astronomy and Computing,2015,Article,"Workflow and science gateway technologies have been adopted by scientific communities as a valuable tool to carry out complex experiments. They offer the possibility to perform computations for data analysis and simulations, whereas hiding details of the complex infrastructures underneath. There are many workflow management systems covering a large variety of generic services coordinating execution of workflows. In this paper we describe our experiences in creating workflows oriented science gateways based on gUSE/WS-PGRADE technology and in particular we discuss the efforts devoted to develop a VO-compliant web environment. © 2015 Elsevier B.V.","Computing infrastructure, science gateways, scientific workflows, Virtual observatory tools",1,0,0,1
10.1016/j.cageo.2009.08.003,LBflow: An extensible lattice Boltzmann framework for the simulation of geophysical flows. Part II: usage and validation,Computers and Geosciences,2010,Article,"LBflow is a flexible, extensible implementation of the lattice Boltzmann method, developed with geophysical applications in mind. The theoretical basis for LBflow, and its implementation, are presented in the companion paper, 'Part I'. This article covers the practical usage of LBflow and presents guidelines for obtaining optimal results from available computing power. The relationships among simulation resolution, accuracy, runtime and memory requirements are investigated in detail. Particular attention is paid to the origin, quantification and minimization of errors. LBflow is validated against analytical, numerical and experimental results for a range of three-dimensional flow geometries. The fluid conductance of prismatic pipes with various cross sections is calculated with LBflow and found to be in excellent agreement with published results. Simulated flow along sinusoidally constricted pipes gives good agreement with experimental data for a wide range of Reynolds number. The permeability of packs of spheres is determined and shown to be in excellent agreement with analytical results. The accuracy of internal flow patterns within the investigated geometries is also in excellent quantitative agreement with published data. The development of vortices within a sinusoidally constricted pipe with increasing Reynolds number is shown, demonstrating the insight that LBflow can offer as a 'virtual laboratory' for fluid flow. © 2009 Elsevier Ltd. All rights reserved.","Geophysical model, Lattice Boltzmann errors, Lattice Boltzmann method, Model validation, Pore flow, Three-dimensional flow",0,1,0,1
10.1016/j.cageo.2009.08.004,LBflow: An extensible lattice Boltzmann framework for the simulation of geophysical flows. Part I: theory and implementation,Computers and Geosciences,2010,Article,"This article presents LBflow, a flexible, extensible implementation of the lattice Boltzmann method. The code has been developed with geophysical applications in mind, and is designed to be usable by those with no specialist computational fluid dynamics expertise. LBflow provides a 'virtual laboratory' which can be used, rapidly and easily, to obtain accurate flow data for the geometrically complex, three-dimensional flows that abound in geophysical systems. Parameters can be 'steered' by the user at runtime to allow efficient and intuitive exploration of parameter space. LBflow is written in object-oriented C++ and adopts a modular approach. Lattice Boltzmann algorithms for distinct classes of material are encoded in separate modules, which implement a standard interface, and which are linked to LBflow dynamically at runtime. This allows users with programming skill and expertise in the lattice Boltzmann method to create and share new LBflow modules, extending functionality. A companion application, LBview, provides a graphical user interface to LBflow and renders a user-configurable visualization of the output. LBflow's output can be piped directly to LBview allowing realtime visualization of steered flow. LBview also facilitates analysis of the data generated by LBflow. This article presents an overview of the theory of the lattice Boltzmann method and describes the design and operation of LBflow. The companion paper, 'Part II', describes the practical usage of LBflow and presents detailed validation of its accuracy for a variety of flows. © 2009 Elsevier Ltd. All rights reserved.","Computational steering, Flow simulation, Flow visualization, Geophysical fluid dynamics, Lattice Boltzmann method",0,1,0,1
10.1016/j.ces.2011.05.029,Meso-scale oriented simulation towards virtual process engineering (VPE)-The EMMS Paradigm,Chemical Engineering Science,2011,Article,"With the dramatic development of computational science and technology, computer simulation is playing an increasingly important role in scientific research and engineering practice, and is believed to bring about a profound revolution to the mode and means of these activities. For chemical engineering, it will promote the transition from an experience-and-experiment-based research and development mode to the one based on virtual process engineering (VPE). However, such a revolution still requires tremendous improvements in the Accuracy of physical modeling and numerical methods, the Capability of the computing hardware and software, and the Efficiency of the simulation activities, or in short, ACE. This article will systematically review the 3-decade endeavors at IPE, CAS (Institute of Process Engineering, Chinese Academy of Sciences) on upgrading ACE by establishing a multi-scale computing paradigm focusing on meso-scale structures. We also report recent developments in this direction with projections on future work. Meso-scales refer to the intermediate scales at which the discrete elements in a system interact to shape the global behavior of the system. Reasonable description of the structures at such scales is a bottleneck for reliable and accurate modeling of global behaviors. To address this problem, we started from gas-solid flow by proposing the energy minimization multi-scale (EMMS) model to quantify the hydrodynamics of meso-scale structures in gas-solid fluidization. This model, that is, its stability condition, was thoroughly analyzed and verified with the pseudo-particle modeling (PPM) method. Other systems, such as turbulence and gas-liquid flow, were then studied following the same strategy, revealing the ubiquity of stability conditions for meso-scale structures as a result of the compromise among different dominant mechanisms, and leading to a generalized model mathematically formulated as a multi-objective variational (MOV) problem. Meanwhile, along with wider industrial applications of the EMMS-based simulation methods, common features were recognized that ACE requires structural consistency among the simulated system, the physical model, the numerical software and the computing hardware under the umbrella of MOV, which we have named as the EMMS Paradigm. The EMMS Paradigm was first implemented from the software level using traditional computing hardware to achieve Accuracy. Since 2007, with the development of general-purpose GPU (graphic processing unit) computing, CPU (central processing unit)-GPU hybrid computing was deployed to implement the Paradigm from the hardware level, boosting the Capability to Petaflops range. In applying the Paradigm to the development of an industrial petro-chemical process (maximizing iso-paraffins, MIP), enabling technologies such as pre- and post-processing, error-tolerance, network-based computing and seamless integration of different simulation methods are now under development, which will greatly improve the Efficiency. A demonstration virtual laboratory featuring the comparison and interaction of online measurement and real-time computing is under construction. With these endeavors, an industrial process could be simulated globally in almost real-time, and different levels of details could be traced from the global distribution of flow parameters in a reactor to the inner-channels of catalytic particles at a perceivable evolution speed. The realization of VPE is, therefore, in the foreseeable future. © 2011 Elsevier Ltd.","Complex system, GPU computing, Meso-scale, Multi-phase flow, Multi-scale, Virtual process engineering",0,1,0,1
10.1016/j.cmpb.2015.11.001,Resolving complex research data management issues in biomedical laboratories: Qualitative study of an industry-academia collaboration,Computer Methods and Programs in Biomedicine,2016,Article,"This paper describes a distributed collaborative effort between industry and academia to systematize data management in an academic biomedical laboratory. Heterogeneous and voluminous nature of research data created in biomedical laboratories make information management difficult and research unproductive. One such collaborative effort was evaluated over a period of four years using data collection methods including ethnographic observations, semi-structured interviews, web-based surveys, progress reports, conference call summaries, and face-to-face group discussions. Data were analyzed using qualitative methods of data analysis to (1) characterize specific problems faced by biomedical researchers with traditional information management practices, (2) identify intervention areas to introduce a new research information management system called Labmatrix, and finally to (3) evaluate and delineate important general collaboration (intervention) characteristics that can optimize outcomes of an implementation process in biomedical laboratories. Results emphasize the importance of end user perseverance, human-centric interoperability evaluation, and demonstration of return on investment of effort and time of laboratory members and industry personnel for success of implementation process. In addition, there is an intrinsic learning component associated with the implementation process of an information management system. Technology transfer experience in a complex environment such as the biomedical laboratory can be eased with use of information systems that support human and cognitive interoperability. Such informatics features can also contribute to successful collaboration and hopefully to scientific productivity. © 2015 Elsevier Ireland Ltd.","Biomedical laboratory, Cognition, Industry-academia collaboration, Informatics implementation, information management, virtual research environments",0,0,1,1
10.1016/j.commatsci.2015.11.006,TE Design Lab: A virtual laboratory for thermoelectric material design,Computational Materials Science,2016,Article,"The discovery of advanced thermoelectric materials is the key bottleneck limiting the commercialization of solid-state technology for waste heat recovery and compression-free refrigeration. Computationally-driven approaches can accelerate the discovery of new thermoelectric materials and provide insights into the underlying structure-property relations that govern thermoelectric performance. We present TE Design Lab (www.tedesignlab.org), a thermoelectrics-focused virtual laboratory that contains calculated thermoelectric properties as well as performance rankings based on a metric (Yan et al., 2015) that combines ab initio calculations and modeled electron and phonon transport to offer a reliable assessment of the intrinsic material properties that govern the thermoelectric figure of merit zT. Another useful component of TE Design Lab is the suite of interactive web-based tools that enable users to mine the raw data and unearth new structure-property relations. Examples that illustrate this utility are presented. With the goal of establishing a close partnership between experiments and computations, TE Design Lab also offers resources to analyze raw experimental thermoelectric data and contribute them to the open access database. © 2015 Published by Elsevier B.V.","High-throughput, Materials genome initiative, TE Design Lab, Thermoelectrics",0,1,0,1
